"","Lab_ID","ID","time","Amt.N","Amt.C","sample.mass","d15N","d13C","per.N","per.C"
"242","PNE-BGL-06","bgl_06",3,0.074087946,0.199845849,0.446,10.30136364,-21.43118155,0.166116471,0.448084864
"243","PNE-BGL-06","bgl_06",6,NA,NA,0.441,10.58,-21.85,15.28,46.19
"244","PNE-BGL-06","bgl_06",9,NA,NA,0.45,10.86,-21.94,15.71,47.59
"245","PNE-BGL-07","bgl_07",0,0.0688383070656099,0.21924715883286,0.466,11.255125,-23.7041934066237,0.147721688981995,0.470487465306567
"246","PNE-BGL-07","bgl_07",3,0.085330292,0.229405006,0.465,11.31136364,-22.99773899,0.183506005,0.493344098
"247","PNE-BGL-07","bgl_07",6,NA,NA,0.444,11.4,-23.55,15.07,45.13
"248","PNE-BGL-07","bgl_07",9,NA,NA,0.444,11.46,-23.56,15.4,46.16
"249","PNE-BGL-08","bgl_08",0,0.0548540188029614,0.178402366306208,0.442,11.142125,-22.9500875183554,0.124104114938827,0.403625263136217
"250","PNE-BGL-08","bgl_08",3,0.074029846,0.19230338,0.445,10.94136364,-22.1634036,0.166359204,0.432142428
"251","PNE-BGL-08","bgl_08",6,NA,NA,0.465,11.17,-22.91,13.75,41.32
"252","PNE-BGL-08","bgl_08",9,NA,NA,0.445,11.42,-22.69,15.36,46.44
"253","PNE-BGL-09","bgl_09",0,0.0617385187282179,0.203115703426578,0.439,11.27825,-25.2733984227972,0.140634439016442,0.462678139923868
"254","PNE-BGL-09","bgl_09",3,0.084875951,0.232684005,0.474,11.22536364,-24.5698405,0.179063187,0.490894525
"255","PNE-BGL-09","bgl_09",6,NA,NA,0.464,11.53,-24.98,14.79,44.85
"256","PNE-BGL-09","bgl_09",9,NA,NA,0.46,11.63,-24.94,15.57,46.85
"257","PNE-BGL-10","bgl_10",0,0.0630345483737687,0.20652365859979,0.446,11.404875,-23.9719552659777,0.14133306810262,0.463057530492802
"258","PNE-BGL-10","bgl_10",3,0.071976593,0.186681689,0.443,11.25636364,-23.38926671,0.162475378,0.42140336
"259","PNE-BGL-10","bgl_10",6,NA,NA,0.434,11.45,-23.51,13.63,40.99
"260","PNE-BGL-10","bgl_10",9,NA,NA,0.466,11.84,-24.1,15.28,50.2
"261","PNE-BGL-11","bgl_11",0,0.0624170262902946,0.215773499954501,0.469,10.95825,-21.3778426683151,0.133085343902547,0.460071428474415
"262","PNE-BGL-11","bgl_11",3,0.075055892,0.200441155,0.452,10.47436364,-20.83390141,0.166052858,0.443453883
"263","PNE-BGL-11","bgl_11",6,NA,NA,0.451,11.01,-21.36,15.11,45.4
"264","PNE-BGL-11","bgl_11",9,NA,NA,0.45,11.33,-21.19,15.86,47.72
"265","PNE-BGL-12","bgl_12",0,0.0663886381124413,0.216786899289123,0.471,11.154875,-23.3668589609385,0.140952522531722,0.460269425242299
"266","PNE-BGL-12","bgl_12",3,0.084314705,0.226596086,0.457,11.15636364,-22.54552077,0.184496072,0.495833887
"267","PNE-BGL-12","bgl_12",6,NA,NA,0.448,11.17,-22.82,14.29,42.44
"268","PNE-BGL-12","bgl_12",9,NA,NA,0.452,11.46,-23.4,15.86,47.45
"269","CTG-BGL-01","bgl_13",0,0.0592628313053114,0.195375527640332,0.445,13.19925,-30.9660182327941,0.133174901809689,0.439046129528836
"270","CTG-BGL-01","bgl_13",3,0.076069155,0.201475716,0.446,12.94336364,-29.71706719,0.170558644,0.451739274
"271","CTG-BGL-01","bgl_13",6,NA,NA,0.454,13.3,-30.43,14.77,44.53
"272","CTG-BGL-01","bgl_13",9,NA,NA,0.448,13.64,-30.18,14.63,44.03
"273","CTG-BGL-02","bgl_14",0,0.0596435928334422,0.192929771983084,0.429,12.939875,-30.3752815504702,0.139029353924108,0.449719748212316
"274","CTG-BGL-02","bgl_14",3,0.076698959,0.199267882,0.445,12.73236364,-29.62838519,0.172357212,0.447792994
"275","CTG-BGL-02","bgl_14",6,NA,NA,0.443,12.85,-29.99,12.63,37.98
"276","CTG-BGL-02","bgl_14",9,NA,NA,0.447,12.84,-30.26,15.75,46.96
"277","CTG-BGL-03","bgl_15",0,0.0619075580056749,0.212791034284643,0.461,12.78625,-30.920261346791,0.134289713678254,0.461585757667339
"278","CTG-BGL-03","bgl_15",3,0.077914411,0.210655758,0.465,12.58936364,-29.75674627,0.167557873,0.453023135
"279","CTG-BGL-03","bgl_15",6,NA,NA,0.439,12.99,-30.32,15.22,46.5
"280","CTG-BGL-03","bgl_15",9,NA,NA,0.438,13.18,-30.23,13.85,41.38
"281","CTG-BGL-06","bgl_16",0,0.0664828227947199,0.216978698444866,0.47,12.934875,-30.2363621247665,0.141452814456851,0.461656805201842
"282","CTG-BGL-06","bgl_16",3,0.084400693,0.222993426,0.463,12.95636364,-29.70455731,0.182290913,0.481627269
"283","CTG-BGL-06","bgl_16",6,NA,NA,0.457,13.3,-30.39,15.45,46.84
"284","CTG-BGL-06","bgl_16",9,NA,NA,0.462,13.17,-30.35,15.69,47.26
"285","CTG-BGL-10","bgl_17",0,0.0636301229819167,0.209372455565067,0.467,12.755375,-29.6293339963341,0.136252940004104,0.44833502262327
"286","CTG-BGL-10","bgl_17",3,0.08059863,0.211143177,0.472,12.71536364,-28.50529879,0.170759809,0.447337239
"287","CTG-BGL-10","bgl_17",6,NA,NA,0.443,12.8,-29.02,13.82,41.61
"288","CTG-BGL-10","bgl_17",9,NA,NA,0.45,13.24,-28.69,12.06,35.91
"289","CTG-BGL-11","bgl_18",0,0.06128572933616,0.205236178143394,0.444,12.80325,-29.9556482368978,0.138030921928288,0.462243644467103
"290","CTG-BGL-11","bgl_18",3,0.078703408,0.209690553,0.465,12.49036364,-28.83584866,0.169254642,0.450947426
"291","CTG-BGL-11","bgl_18",6,NA,NA,0.459,12.7,-29.25,14.03,41.81
"292","CTG-BGL-11","bgl_18",9,NA,NA,0.442,13.16,-29.11,15.62,47.05
"293","PNE-SMB-06","smb_01",0,NA,NA,NA,NA,NA,NA,NA
"294","PNE-SMB-06","smb_01",3,0.070077525,0.177567153,0.45,11.31081818,-25.00720797,0.155727834,0.394593674
"295","PNE-SMB-06","smb_01",6,NA,NA,0.462,12.16,-24.17,9.25,27.46
"296","PNE-SMB-06","smb_01",9,NA,NA,0.437,12.02,-24.36,14.83,44.19
"297","PNE-SMB-07","smb_02",0,NA,NA,NA,NA,NA,NA,NA
"298","PNE-SMB-07","smb_02",3,0.068649283,0.183847974,0.471,11.57381818,-25.01746552,0.145752192,0.3903354
"299","PNE-SMB-07","smb_02",6,NA,NA,0.458,12.78,-24.47,14.72,44.4
"300","PNE-SMB-07","smb_02",9,NA,NA,0.436,12.8,-24.27,15.06,44.9
"301","PNE-SMB-08","smb_03",0,NA,NA,NA,NA,NA,NA,NA
"302","PNE-SMB-08","smb_03",3,0.058268556,0.156669629,0.458,11.33081818,-25.04568496,0.127223921,0.342073425
"303","PNE-SMB-08","smb_03",6,NA,NA,0.442,12.3,-25.39,11.01,33.74
"304","PNE-SMB-08","smb_03",9,NA,NA,0.452,12.48,-25.19,14.42,43.73
"305","SHC-SMB-01","smb_04",0,0.0557634386340849,0.214863899197202,0.452,13.1053636363636,-24.7135352206445,0.12337043945594,0.475362608843367
"306","SHC-SMB-01","smb_04",3,0.06174611,0.160419725,0.426,12.25381818,-24.52424398,0.144943921,0.376572125
"307","SHC-SMB-01","smb_04",6,NA,NA,0.455,13.61,-23.72,15.39,46.58
"308","SHC-SMB-01","smb_04",9,NA,NA,0.464,13.55,-23.6,14.41,43.76
"309","SHC-SMB-02","smb_05",0,0.055143475,0.200602034,0.447,12.6932,-24.18284038,0.123363479,0.448774125
"310","SHC-SMB-02","smb_05",3,0.06598323,0.165470661,0.469,11.65981818,-23.26268309,0.140689189,0.352815909
"311","SHC-SMB-02","smb_05",6,NA,NA,0.455,13.09,-23.29,13.78,41.66
"312","SHC-SMB-02","smb_05",9,NA,NA,0.467,12.82,-23.28,12.88,38.56
"313","SHC-SMB-03","smb_06",0,0.058410738,0.197665756,0.454,13.0682,-23.65572792,0.128658014,0.435387128
"314","SHC-SMB-03","smb_06",3,0.064239043,0.182239663,0.456,12.06481818,-23.53217307,0.140875093,0.399648384
"315","SHC-SMB-03","smb_06",6,NA,NA,0.449,13.26,-23.11,8.46,25.89
"316","SHC-SMB-03","smb_06",9,NA,NA,0.465,13.15,-24.17,12.79,47.8
"317","SHC-SMB-04","smb_07",0,NA,NA,NA,NA,NA,NA,NA
"318","SHC-SMB-04","smb_07",3,0.058093272,0.165985741,0.44,11.90581818,-23.0598351,0.132030163,0.377240321
"319","SHC-SMB-04","smb_07",6,NA,NA,0.439,13.23,-23.86,14.24,44.22
"320","SHC-SMB-04","smb_07",9,NA,NA,0.47,13.26,-23.69,15.64,48.75
"321","SHC-SMB-05","smb_08",0,0.0578863067190941,0.192110222073824,0.44,12.8594545454545,-24.4794701883843,0.131559787997941,0.436614141076872
"322","SHC-SMB-05","smb_08",3,0.052423581,0.164398454,0.435,11.72481818,-23.52342294,0.12051398,0.377927481
"323","SHC-SMB-05","smb_08",6,NA,NA,0.454,13.13,-23.9,14.55,44.03
"324","SHC-SMB-05","smb_08",9,NA,NA,0.462,13.21,-24,15.43,47.45
"325","SHC-SMB-06","smb_09",0,0.0635156603245085,0.208536173513937,0.46,13.1387272727273,-23.8359798962139,0.138077522444584,0.453339507638993
"326","SHC-SMB-06","smb_09",3,0.070369666,0.184321006,0.437,12.38881818,-23.45492346,0.161028983,0.421787199
"327","SHC-SMB-06","smb_09",6,NA,NA,0.466,13.61,-23.19,9.67,29.32
"328","SHC-SMB-06","smb_09",9,NA,NA,0.431,13.84,-23.04,15.37,46.51
"329","SHC-SMB-07","smb_10",0,0.0607506529591292,0.200332720459692,0.453,13.0040909090909,-25.2078135545396,0.134107401675782,0.442235586003735
"330","SHC-SMB-07","smb_10",3,0.072548818,0.188525739,0.459,12.38881818,-24.84620343,0.158058426,0.410731458
"331","SHC-SMB-07","smb_10",6,NA,NA,0.442,13.68,-24.54,15.48,46.75
"332","SHC-SMB-07","smb_10",9,NA,NA,0.433,13.79,-24.63,15.63,47.23
"333","SHC-SMB-08","smb_11",0,0.0571916990391036,0.193916439824022,0.441,13.2063636363636,-23.9531039998345,0.12968639237892,0.439719818195062
"334","SHC-SMB-08","smb_11",3,0.077056438,0.190796295,0.473,12.23781818,-23.75446089,0.162910016,0.403374832
"335","SHC-SMB-08","smb_11",6,NA,NA,0.443,13.68,-23.39,14.71,44.87
"336","SHC-SMB-08","smb_11",9,NA,NA,0.443,13.69,-23.14,13.9,42.09
"337","PNE-SMB-02","smb_12",0,0.0554393541628743,0.205414101864266,0.462,12.53125,-25.3897067533988,0.119998602084144,0.444619268104472
"338","PNE-SMB-02","smb_12",3,0.068292222,0.19882208,0.469,11.86781818,-24.63652993,0.145612413,0.423927676
"339","PNE-SMB-02","smb_12",6,NA,NA,0.42,12.99,-24.25,14.83,47.36
"340","PNE-SMB-02","smb_12",9,NA,NA,0.467,13,-23.77,15.48,47.22
"341","PNE-SMB-03","smb_13",0,0.0639080973759804,0.218647915473349,0.461,11.85225,-24.9515650121692,0.138629278472843,0.474290489096201
"342","PNE-SMB-03","smb_13",3,NA,NA,NA,NA,NA,NA,NA
"343","PNE-SMB-03","smb_13",6,NA,NA,0.454,12.23,-24.62,10.45,33.05
"344","PNE-SMB-03","smb_13",9,NA,NA,0.448,12.24,-25.06,14.86,49.1
"345","PNE-SMB-04","smb_14",0,0.0595547943763837,0.197924755882116,0.431,12.004875,-25.5369470984564,0.138178177207387,0.459222171420224
"346","PNE-SMB-04","smb_14",3,NA,NA,0.433,12.63,-24.79,13.91,42.2
"347","PNE-SMB-04","smb_14",6,NA,NA,0.44,12.57,-24.85,11.1,34.12
"348","PNE-SMB-04","smb_14",9,NA,NA,0.467,12.77,-24.77,14.7,44.42
"349","PNE-SMB-05","smb_15",0,0.0625048989324859,0.207332237273713,0.446,12.3133051864063,-24.9861509421953,0.140145513301538,0.464870487160791
"350","PNE-SMB-05","smb_15",3,NA,NA,0.434,12.54,-24.19,15.89,47.22
"351","PNE-SMB-05","smb_15",6,NA,NA,0.46,12.81,-23.7,13.96,42.21
"352","PNE-SMB-05","smb_15",9,NA,NA,0.444,12.84,-23.82,15.36,46.36
"353","SHC-PKS-01","pks_01",0,0.0631354587364795,0.203079798605412,0.446,11.3217272727273,-24.1625346908803,0.141559324521255,0.455335871312582
"354","SHC-PKS-01","pks_01",3,0.065449166,0.199404864,0.435,11.85563636,-23.83147075,0.150457852,0.458401986
"355","SHC-PKS-01","pks_01",6,NA,NA,0.433,11.62,-24.15,14.77,45.26
"356","SHC-PKS-01","pks_01",9,NA,NA,0.444,11.81,-24.03,15.58,47.31
"357","SHC-PKS-02","pks_02",0,0.0576757935200549,0.188656100268747,0.45,11.2117272727273,-23.2354355269857,0.128168430044567,0.419235778374994
"358","SHC-PKS-02","pks_02",3,0.064938333,0.196673026,0.425,11.73763636,-22.85591874,0.152796077,0.462760062
"359","SHC-PKS-02","pks_02",6,NA,NA,0.444,11.24,-23.14,15.53,45.17
"360","SHC-PKS-02","pks_02",9,NA,NA,0.434,11.71,-23.03,14.14,42.75
"361","SHC-PKS-03","pks_03",0,0.0619578693821172,0.206768035778856,0.454,10.9137272727273,-22.5096696427251,0.136471077934179,0.455436202156071
"362","SHC-PKS-03","pks_03",3,0.0622432,0.190474721,0.428,11.01863636,-22.21544144,0.145428037,0.445034394
"363","SHC-PKS-03","pks_03",6,NA,NA,0.447,10.99,-22.3,11.97,36.2
"364","SHC-PKS-03","pks_03",9,NA,NA,0.441,11.61,-22.33,15.42,46.54
"365","SHC-PKS-04","pks_04",0,0.0635263157514486,0.204979383682801,0.453,11.1900909090909,-24.916463337497,0.140234692608054,0.452493120712584
"366","SHC-PKS-04","pks_04",3,0.068937765,0.206601773,0.48,11.46563636,-24.60645241,0.143620343,0.43042036
"367","SHC-PKS-04","pks_04",6,NA,NA,0.457,10.55,-24.45,12.5,36.67
"368","SHC-PKS-04","pks_04",9,NA,NA,0.449,11.4,-24.55,15.49,46.57
"369","SHC-PKS-05","pks_05",0,0.0584398951551405,0.203985237087476,0.457,11.1737272727273,-22.647517904372,0.12787723228696,0.446357192751589
"370","SHC-PKS-05","pks_05",3,0.064943916,0.196568561,0.445,11.52663636,-22.10358051,0.145941383,0.441727102
"371","SHC-PKS-05","pks_05",6,NA,NA,0.458,11.36,-22.09,14.83,44.72
"372","SHC-PKS-05","pks_05",9,NA,NA,0.44,11.79,-22.15,15.77,47.47
"373","SHC-PKS-06","pks_06",0,0.0622312149682778,0.205673649640401,0.456,10.8313636363636,-24.7955461324619,0.136471962649732,0.451038705351756
"374","SHC-PKS-06","pks_06",3,0.061748418,0.190763406,0.425,11.50663636,-24.73247647,0.145290394,0.448855073
"375","SHC-PKS-06","pks_06",6,NA,NA,0.454,11.2,-24.56,14.69,44.45
"376","SHC-PKS-06","pks_06",9,NA,NA,0.441,11.46,-24.65,15.99,47.79
"377","SHC-PKS-07","pks_07",0,0.0612910419154474,0.207991244058702,0.457,11.4274545454545,-24.0390872684327,0.134116065460498,0.455123072338516
"378","SHC-PKS-07","pks_07",3,0.062724723,0.191001543,0.435,11.86563636,-24.73797293,0.144194765,0.439084007
"379","SHC-PKS-07","pks_07",6,NA,NA,0.465,11.91,-24.85,11.1,33.09
"380","SHC-PKS-07","pks_07",9,NA,NA,0.439,12.01,-24.93,15.8,47.58
"381","SHC-PKS-08","pks_08",0,0.0613539364792711,0.197328816108229,0.449,11.1873636363636,-22.8773911653231,0.136645738261183,0.439485113826792
"382","SHC-PKS-08","pks_08",3,0.059760914,0.184164086,0.415,11.80663636,-25.75816945,0.144002203,0.443768882
"383","SHC-PKS-08","pks_08",6,NA,NA,0.471,11.84,-25.83,15.13,45.24
"384","SHC-PKS-08","pks_08",9,NA,NA,0.445,12.05,-25.79,15.65,47.15
"385","SHC-PKS-09","pks_09",0,0.0604157261493546,0.193141728186166,0.44,11.4700909090909,-21.4931424070265,0.13730846852126,0.438958473150378
"386","SHC-PKS-09","pks_09",3,0.06536612,0.198083877,0.465,11.54463636,-23.6321393,0.140572302,0.425986831
"387","SHC-PKS-09","pks_09",6,NA,NA,0.463,12,-23.46,15.14,45.6
"388","SHC-PKS-09","pks_09",9,NA,NA,0.46,11.99,-23.65,15.43,46.42
"389","SHC-PKS-10","pks_10",0,0.0630481751034301,0.205762872429012,0.452,11.6037272727273,-23.6986689240477,0.139487113060686,0.455227593869495
"390","SHC-PKS-10","pks_10",3,0.067940524,0.204138401,0.455,11.42063636,-21.48109444,0.149319832,0.448655827
"391","SHC-PKS-10","pks_10",6,NA,NA,0.459,11.96,-21.25,11.82,35.94
"392","SHC-PKS-10","pks_10",9,NA,NA,0.468,11.92,-21.23,12.5,37.9
"393","SHC-PKS-11","pks_11",0,0.060129399,0.198092985,0.46,11.4762,-25.89128099,0.130716086,0.430636923
"394","SHC-PKS-11","pks_11",3,0.066567834,0.200219248,0.465,11.77363636,-22.76672325,0.143156633,0.430579028
"395","SHC-PKS-11","pks_11",6,NA,NA,0.459,11.82,-22.82,14.6,44.28
"396","SHC-PKS-11","pks_11",9,NA,NA,0.437,11.9,-22.97,15.96,47.99
"397","SHC-PKS-12","pks_12",0,0.0601363580673346,0.194004149317351,0.441,11.6363636363636,-24.9187167450792,0.136363623735452,0.439918705935036
"398","SHC-PKS-12","pks_12",3,0.068135226,0.203628428,0.452,11.84963636,-23.69849018,0.150741651,0.450505373
"399","SHC-PKS-12","pks_12",6,NA,NA,0.455,11.41,-23.67,14.92,44.58
"400","SHC-PKS-12","pks_12",9,NA,NA,0.441,12.17,-23.85,14.68,44.08
"401","BVR-PKS-01","pks_13",0,0.061943369,0.199023785,0.451,9.7992,-27.66734395,0.137346716,0.441294423
"402","BVR-PKS-01","pks_13",3,0.064833654,0.196967328,0.457,9.848636364,-27.28079987,0.141867951,0.431000718
"403","BVR-PKS-01","pks_13",6,NA,NA,0.452,10.16,-27.29,14.64,44.35
"404","BVR-PKS-01","pks_13",9,NA,NA,0.461,10.14,-27.28,15.82,47.6
"405","BVR-PKS-02","pks_14",0,0.063739896,0.196535289,0.445,10.2792,-28.73190254,0.143235722,0.441652335
"406","BVR-PKS-02","pks_14",3,0.064963456,0.198032205,0.446,10.48263636,-28.33099577,0.145657972,0.444018398
"407","BVR-PKS-02","pks_14",6,NA,NA,0.455,10.48,-28.51,15,45.85
"408","BVR-PKS-02","pks_14",9,NA,NA,0.437,10.53,-28.45,15.67,46.72
"409","BVR-PKS-03","pks_15",0,0.064320466,0.201340508,0.452,8.8222,-28.8612935,0.142301917,0.445443601
"410","BVR-PKS-03","pks_15",3,0.071829694,0.212868599,0.483,9.101636364,-28.54752457,0.148715722,0.440721737
"411","BVR-PKS-03","pks_15",6,NA,NA,448,9.07,-28.62,0.01,0.04
"412","BVR-PKS-03","pks_15",9,NA,NA,0.45,9.11,-28.69,15.73,47.27
"413","BVR-PKS-06","pks_16",0,0.061988843,0.201987957,0.453,9.0822,-29.13237092,0.136840713,0.44588953
"414","BVR-PKS-06","pks_16",3,0.066490372,0.20083481,0.46,9.223636364,-28.70377777,0.144544287,0.436597413
"415","BVR-PKS-06","pks_16",6,NA,NA,0.446,9.88,-28.44,14.31,43.58
"416","BVR-PKS-06","pks_16",9,NA,NA,0.447,9.64,-28.92,15.01,45.99
"417","BVR-PKS-07","pks_17",0,0.062365715,0.200406771,0.452,9.8192,-27.48489457,0.137977245,0.443377813
"418","BVR-PKS-07","pks_17",3,0.066091894,0.198748863,0.462,9.781636364,-27.16082704,0.143056048,0.430192345
"419","BVR-PKS-07","pks_17",6,NA,NA,0.43,10.11,-27.18,15.03,45.76
"420","BVR-PKS-07","pks_17",9,NA,NA,0.433,10.43,-27.45,15.47,47.32
"421","BVR-PKS-12","pks_18",0,0.065381937,0.200320151,0.454,9.2382,-29.0437262,0.144013078,0.441233813
"422","BVR-PKS-12","pks_18",3,0.065101632,0.195453135,0.46,9.082636364,-28.78017775,0.141525286,0.42489812
"423","BVR-PKS-12","pks_18",6,NA,NA,0.437,9.74,-28.7,13.67,40.76
"424","BVR-PKS-12","pks_18",9,NA,NA,0.443,9.58,-28.97,16.05,49.11
"425","WLD-RBT-11","rbt_01",0,0.0576038780120028,0.221461100119956,0.458,14.06025,-38.4712702639131,0.125772659414853,0.483539519912568
"426","WLD-RBT-11","rbt_01",3,0.06074819,0.233895809,0.467,14.06736364,-37.93732207,0.130081777,0.500847557
"427","WLD-RBT-11","rbt_01",6,NA,NA,0.42,14.09,-39.98,11.3,52.48
"428","WLD-RBT-11","rbt_01",9,NA,NA,0.436,14.25,-37.13,14.92,49.82
"429","MTA-RBT-12","rbt_02",0,0.0498979438704234,0.224250169663587,0.445,16.5830909090909,-36.6613881097886,0.112130210944772,0.50393296553615
"430","MTA-RBT-12","rbt_02",3,0.069430651,0.230589838,0.435,15.33936364,-35.01078093,0.159610693,0.530091582
"431","MTA-RBT-12","rbt_02",6,NA,NA,0.451,15.41,-35.11,12.43,43.12
"432","MTA-RBT-12","rbt_02",9,NA,NA,0.457,15.56,-37.23,11.44,54.44
"433","WLD-RBT-08","rbt_03",0,0.055556830256301,0.240676663528999,0.471,14.362875,-40.5381009612965,0.11795505362272,0.510990793055199
"434","WLD-RBT-08","rbt_03",3,NA,NA,NA,NA,NA,NA,NA
"435","WLD-RBT-08","rbt_03",6,NA,NA,0.44,14.83,-37.02,15.09,48.98
"436","WLD-RBT-08","rbt_03",9,NA,NA,0.44,14.98,-39.3,12.19,55.49
"437","WLD-RBT-10","rbt_04",0,0.0571741823062361,0.214911689762335,0.436,14.655875,-39.6204833901922,0.131133445656505,0.492916719638383
"438","WLD-RBT-10","rbt_04",3,NA,NA,NA,NA,NA,NA,NA
"439","WLD-RBT-10","rbt_04",6,NA,NA,0.451,14.73,-37.16,12.25,37.66
"440","WLD-RBT-10","rbt_04",9,NA,NA,0.461,15.05,-38.4,14.07,49.27
"441","STR-RBT-01","rbt_05",0,0.060363621,0.205244289,0.446,9.8662,-20.40113591,0.135344441,0.460188989
"442","STR-RBT-01","rbt_05",3,0.060720372,0.179164952,0.435,9.791818182,-22.64804337,0.139587063,0.411873453
"443","STR-RBT-01","rbt_05",6,NA,NA,0.445,10.4,-20.72,10.32,32.97
"444","STR-RBT-01","rbt_05",9,NA,NA,0.47,10.59,-21.11,15.25,46.89
"445","STR-RBT-02","rbt_06",0,0.063453349,0.207406858,0.449,10.0422,-20.55550979,0.14132149,0.461930641
"446","STR-RBT-02","rbt_06",3,0.061945198,0.190953973,0.452,9.452818182,-21.4813056,0.137046899,0.422464542
"447","STR-RBT-02","rbt_06",6,NA,NA,0.442,10.15,-21.21,13.1,50.24
"448","STR-RBT-02","rbt_06",9,NA,NA,0.434,10.66,-21.23,13.26,52.48
"449","STR-RBT-03","rbt_07",0,0.062117166,0.199935499,0.45,12.0382,-30.35040415,0.138038147,0.444301109
"450","STR-RBT-03","rbt_07",3,0.074481273,0.190580803,0.476,11.10581818,-29.66160554,0.156473263,0.400379838
"451","STR-RBT-03","rbt_07",6,NA,NA,0.442,12.42,-30.33,11.97,35.36
"452","STR-RBT-03","rbt_07",9,NA,NA,0.439,12.44,-30.01,15.87,47.08
"453","STR-RBT-04","rbt_08",0,0.057237763,0.208086606,0.449,9.9272,-20.56743412,0.127478313,0.463444557
"454","STR-RBT-04","rbt_08",3,0.070045065,0.176179591,0.475,9.743818182,-25.51491629,0.147463295,0.370904403
"455","STR-RBT-04","rbt_08",6,NA,NA,0.447,10.91,-25.65,14.41,45.7
"456","STR-RBT-04","rbt_08",9,NA,NA,0.47,11.06,-25.48,15.26,46.75
"457","STR-RBT-05","rbt_09",0,0.060847014,0.206132513,0.445,9.9522,-20.11403751,0.136734862,0.463219131
"458","STR-RBT-05","rbt_09",3,0.071066475,0.200180734,0.458,9.292818182,-20.50718628,0.155166976,0.437075839
"459","STR-RBT-05","rbt_09",6,NA,NA,0.433,10.27,-21.29,11.26,46.53
"460","STR-RBT-05","rbt_09",9,NA,NA,0.451,10.38,-19.59,14.9,47.33
"461","STR-RBT-06","rbt_10",0,0.064908511,0.208519707,0.453,10.4082,-23.01532856,0.143285897,0.460308404
"462","STR-RBT-06","rbt_10",3,0.072196085,0.183516851,0.452,9.507818182,-22.30557132,0.159725852,0.406010732
"463","STR-RBT-06","rbt_10",6,NA,NA,0.453,10.8,-22.56,10.06,31.34
"464","STR-RBT-06","rbt_10",9,NA,NA,0.458,10.78,-22.67,15.19,48.89
"465","STR-RBT-07","rbt_11",0,0.055698505,0.216667878,0.456,9.9252,-20.29985555,0.122145844,0.475148856
"466","STR-RBT-07","rbt_11",3,0.059618894,0.196004909,0.441,9.249818182,-20.15625649,0.135190237,0.444455575
"467","STR-RBT-07","rbt_11",6,NA,NA,0.45,10.19,-19.81,13.57,47.92
"468","STR-RBT-07","rbt_11",9,NA,NA,0.463,10.25,-20.04,13.66,52.11
"469","WLD-RBT-05","rbt_12",0,0.0595794053377253,0.202326271762542,0.461,11.60725,-31.7398332105388,0.129239490971205,0.43888562204456
"470","WLD-RBT-05","rbt_12",3,0.058658077,0.185314374,0.44,10.75781818,-32.44985979,0.13331381,0.421169033
"471","WLD-RBT-05","rbt_12",6,NA,NA,0.467,11.92,-31.04,14.59,44.63
"472","WLD-RBT-05","rbt_12",9,NA,NA,0.438,12.23,-32.47,14.45,49.99
"473","WLD-RBT-06","rbt_13",0,0.049581788106036,0.232500361400046,0.454,14.5691658255136,-42.1735475201388,0.109210987017701,0.512115333480278
"474","WLD-RBT-06","rbt_13",3,0.053750116,0.210965875,0.453,13.24381818,-38.74115586,0.118653677,0.465708334
"475","WLD-RBT-06","rbt_13",6,NA,NA,0.461,14.6,-39.27,12.2,52.75
"476","WLD-RBT-06","rbt_13",9,NA,NA,0.442,14.93,-38.55,13.25,49.96
"477","WLD-RBT-07","rbt_14",0,0.0540037742397871,0.222785356477049,0.445,14.69525,-38.9523329807863,0.121356796044465,0.500641250510223
"478","WLD-RBT-07","rbt_14",3,0.049517324,0.21255579,0.452,14.02881818,-39.3401924,0.109551602,0.470256173
"479","WLD-RBT-07","rbt_14",6,NA,NA,0.447,15.06,-38.67,13.71,52.13
"480","WLD-RBT-07","rbt_14",9,NA,NA,0.454,15.13,-39.74,12.54,52.51
"481","SHW-RBT-06","rbt_15",0,0.0525388237006795,0.239896105883986,0.46,8.585875,-22.3401655648693,0.114214834131912,0.52151327366084
"482","SHW-RBT-06","rbt_15",3,0.062271963,0.206490462,0.47,8.035818182,-23.28278673,0.132493538,0.439341409
"483","SHW-RBT-06","rbt_15",6,NA,NA,0.475,8.58,-21.82,10.77,49.43
"484","SHW-RBT-06","rbt_15",9,NA,NA,0.437,9.06,-21.97,11.7,55.08
"485","SHW-RBT-05","rbt_16",0,0.0524311356737802,0.232303593486975,0.469,8.15025,-21.9709140399909,0.111793466255395,0.495316830462633
"486","SHW-RBT-05","rbt_16",3,0.055643619,0.221674805,0.48,7.432818182,-23.08580351,0.115924207,0.461822511
"487","SHW-RBT-05","rbt_16",6,NA,NA,0.459,8.58,-21.52,11.83,37.31
"488","SHW-RBT-05","rbt_16",9,NA,NA,0.43,8.86,-21.38,12.58,49.6
"489","SHW-RBT-07","rbt_17",0,0.0527054526609988,0.218512983562483,0.434,8.050875,-22.0292591178036,0.121441135163592,0.503486137240745
"490","SHW-RBT-07","rbt_17",3,0.063812734,0.233492734,0.48,7.325818182,-23.21960439,0.132943196,0.486443196
"491","SHW-RBT-07","rbt_17",6,NA,NA,0.438,8.29,-21.74,12.97,50.5
"492","SHW-RBT-07","rbt_17",9,NA,NA,0.442,8.35,-21.15,14.6,48.29
